# WORD	TF	IDF	ATTR
差不遠	13.22	9.81	a
防禦率王	12.24	12.35	n
超慢	12.86	10.08	a
競爭者	13.37	9.42	n
圖利案	12.97	10.43	n
大坪頂	11.38	13.67	n
大直	13.19	14.79	n
塞迪	12.73	10.38	n
併購	13.18	9.25	u
加進來	13.07	10.18	v
下氣	13.15	9.33	v
王曉婷	11.99	12.53	n
說穿	12.15	11.69	u
團名	13.13	9.38	n
卡鉑	11.78	12.45	n
張凱翔	11.93	12.66	n
撲台	12.53	10.85	v
海灘褲	11.81	12.88	n
豐樂	11.36	13.25	n
六鳥	13.03	9.65	n
企畫	12.75	10.33	u
籠手	11.89	12.24	n
美君	13.02	15.47	n
聲明稿	13.25	9.75	n
小校	13.17	14.87	n
漏出來	12.58	11.31	v
鄭寺音	11.93	12.65	n
黃文貞	12.05	12.43	n
觀光年	13.09	10.12	n
中層	12.85	10.09	n
強權	12.30	11.37	n
一九四四年	11.42	14.03	n
電磁	13.09	9.49	n
鮮度	11.86	12.30	n
立體感	12.55	11.38	n
發騷	12.11	11.78	n
統治權	12.48	11.54	n
寒蟬	12.06	11.89	n
快車道	11.99	12.55	n
滑壘	10.01	15.40	v
溫尼伯	11.27	13.86	n
鎖右鍵	11.92	12.68	n
維吉尼亞州	12.22	12.59	n
迴游	13.11	9.45	v
搭訕	12.42	11.11	v
改建為	12.53	11.44	v
建議	14.31	5.93	n
胎壓	12.29	11.38	n
高老先生	13.33	15.87	n
練成	12.95	9.84	v
小皇孫	11.57	13.33	n
大計	13.17	9.28	n
音階	11.91	12.19	n
簽約人	13.17	9.93	n
得住	13.22	9.16	u
囊舌	11.53	12.93	n
滅頂	12.13	11.74	v
莊國榮	11.72	13.06	n
賢達	11.57	12.85	n
掌握好	13.33	9.52	u
卡到	13.24	9.10	u
石階	11.41	13.16	n
萊因	12.93	9.90	n
關洛裔	12.06	12.41	n
柬國	11.59	12.82	n
聳聳肩	11.75	13.01	v
男籃	12.68	10.50	n
夜裡	13.12	9.42	n
發電機組	12.98	10.75	n
香爐	12.33	11.31	n
鹿死誰手	12.11	12.61	a
麥克格雷格	11.81	13.35	n
剪綵	11.84	12.33	v
教界	12.89	10.00	n
一個樣	13.41	9.32	a
日曆	13.81	7.50	n
黨派	12.65	10.58	n
鋁製	12.69	10.47	A
斯容	12.82	10.18	n
新閣	12.93	9.91	n
圓錐	12.37	11.21	A
黃玉垣	12.05	12.42	n
叉叉	12.79	10.23	n
活動式	13.44	9.24	A
馬杜洛	10.33	15.30	n
欣桐	11.65	12.70	n
儘量	13.63	8.02	d
半熟	12.21	11.56	a
雲母	12.14	11.72	n
齊瑪	11.39	13.19	n
維薩	12.95	9.84	n
咬牙切齒	12.90	10.94	v
刺穿	12.54	10.84	u
共渡	12.63	10.63	v
擋掉	12.47	11.00	u
銷路	12.41	11.13	n
相繼	13.24	9.09	d
罵人家	12.64	11.19	n
維恩	12.92	9.93	n
快炒	12.72	10.41	u
努涅茲	11.15	14.06	n
坐東	12.96	9.82	n
涼風	11.95	12.10	n
視導	12.98	9.76	n
麥什	12.70	10.46	n
黃文良	11.89	12.74	n
米克傑格	12.58	11.65	n
尋死	11.93	12.15	v
增率	13.06	9.57	n
洪災	12.39	11.18	n
心臟	13.40	8.67	n
強攻	12.30	11.36	u
講出	13.17	9.29	u
補滿	12.84	10.11	u
攤還	12.67	10.52	v
武俠	13.56	8.23	A
語助詞	11.63	13.22	n
玉帶	12.13	11.74	n
低下頭	12.44	11.61	v
日本日	13.51	14.50	n
鄭進	10.66	14.43	n
錢林慧	12.07	12.39	n
選單	13.09	9.49	n
活儲	11.71	12.59	n
愛麗絲	11.98	12.57	n
人變	13.30	8.95	n
菸草	13.15	9.33	n
鰻農	11.33	13.30	n
變數	12.65	10.57	n
橋面	13.04	15.38	n
優良	13.43	8.59	a
希爾頓	12.95	10.47	n
彌猴	11.37	13.23	n
業經	11.75	12.52	p
大胖	12.89	9.99	n
防務	12.38	11.19	n
麵包花	12.24	12.04	n
黃悅嬌	12.02	12.49	n
驗孕	11.46	13.06	n
李克齊	11.97	12.59	n
押出	11.36	13.24	u
忠實	13.04	9.62	a
一搭一唱	12.53	11.74	v
作戰隊	11.40	13.63	n
欲擒故縱	12.24	12.35	a
蛻變	12.75	10.34	v
行動電話	13.46	9.59	n
馮俊凱	11.98	12.56	n
窩會	12.90	9.97	n
戰果	12.29	11.40	n
星狀	12.73	10.38	n
台北小	11.49	13.47	n
太極	12.94	9.87	n
作手	11.45	13.08	n
澦雪	11.34	13.29	n
什某	12.84	10.12	n
仙后	12.98	9.76	n
植村秀	12.25	12.02	n
蓋掉	10.91	14.03	u
蹲下身	11.65	13.18	v
單顆	11.17	13.59	n
秘書處	13.20	15.77	n
一本本	13.96	7.83	m
限時	13.11	9.44	d
想抱	12.97	9.79	u
新工處	13.37	15.09	n
全民健保	11.84	13.10	n
測評	13.29	8.97	n
智久	12.46	11.02	n
享用到	12.60	11.28	u
一九○	13.16	9.97	n
幾百	13.17	9.27	n
白髮人	11.27	13.85	n
梳洗完	11.63	13.23	u
奉養	11.28	13.39	u
翌甯	10.92	14.01	n
門鎖	12.81	10.19	n
黃偉峰	11.94	12.63	n
週遭	13.05	15.34	n
帝斯	12.65	10.57	n
百分之五十四	12.05	13.05	m
鳳頭	11.09	13.73	n
搖起	12.93	9.88	u
將領	12.67	10.52	n
漾開	11.82	12.36	u
李元偉	11.91	12.71	n
一億一千五百萬	12.40	12.50	n
監察院	12.80	10.82	n
蘇家明	11.87	12.77	n
連繫	11.61	12.79	u
纖維	13.42	8.63	n
萬象	13.09	9.49	n
出城	12.33	11.30	n
酒店金	13.29	9.63	n
陳學仁	12.02	12.48	n
頒發	13.29	8.97	v
回溯到	11.88	12.75	u
粉紫	12.72	10.41	n
採到	13.08	9.52	u
釋迦	11.82	12.38	n
學習到	13.54	8.99	u
審計局	12.97	10.42	n
美醜	10.95	13.97	n
優渥	11.35	13.27	a
開架式	12.24	12.05	A
時報	12.95	9.83	n
使用費	13.43	9.27	n
後輪	11.67	12.67	n
間有	13.30	8.95	v
關押	12.57	10.77	u
暖色調	11.78	12.95	n
學會	13.77	12.19	n
金來	11.48	13.03	n
補課	12.47	10.99	v
一般人	13.43	9.28	n
町隆史	10.91	14.45	n
亞當斯	12.09	12.34	n
林浤裕	12.00	12.52	n
網上	13.53	8.32	n
誤殺	12.14	11.72	u
透進	12.99	9.75	v
水上人家	11.88	13.04	n
分身乏術	11.52	13.68	a
四週	13.26	14.46	n
壞死性	12.56	11.36	n
三商銀	13.27	15.50	n
槍擊案	12.32	11.88	n
說書人	11.82	12.87	n
哈莎諾	12.04	12.44	n
柚農	11.45	13.07	n
火燄	11.75	12.51	n
鐺鐺	11.51	12.97	d
暴發戶	11.84	12.83	n
何凱琳	11.96	12.61	n
台北縣	13.04	16.40	n
艾利歐馬利	12.71	11.58	n
雪霸	12.56	10.79	n
引經據典	12.24	12.35	v
標準局	13.37	15.08	n
凱司	12.50	10.92	n
昆泰跨國	10.98	14.56	n
倫敦人	13.19	9.89	n
暗號	12.82	10.15	n
帝凱	12.29	11.38	n
劉若英	11.70	13.10	n
喬伊	11.43	13.12	n
兒童局	13.24	15.61	n
王德明	12.00	12.51	n
尬車	12.73	10.38	n
熱映	12.77	10.29	a
證人	12.61	10.66	n
李知英	12.07	12.39	n
宏國	12.94	9.86	n
考據	11.72	12.57	u
虹橋	12.71	10.43	n
租書店	11.60	13.28	n
資源網	13.51	9.07	n
襲台	12.65	10.58	u
彼德漢塞爾	11.97	13.07	n
日片	13.21	9.18	n
拼出	12.93	9.89	u
創業	13.88	7.29	v
阿敏	12.71	10.43	n
阿群	13.04	15.40	n
魯文學	11.83	12.85	n
心路歷程	12.16	12.51	n
梁家輝	11.38	13.68	n
帶路	12.35	11.25	v
汗臭味	11.57	13.33	n
擔任	13.53	8.32	v
明確	13.88	7.31	a
胡說	13.15	9.34	v
創團	12.92	9.93	n
岐阜縣	11.09	14.16	n
課稅	12.40	11.16	v
飾板	12.66	10.54	n
查蘭	10.58	14.55	n
十七世紀	13.17	10.30	n
家樂福	12.09	12.35	n
為買	13.22	9.14	u
結髮	13.02	9.66	v
香燭	11.63	12.74	n
娜姐	11.98	12.06	n
等級	14.05	6.79	n
宮澤	11.72	12.57	n
動彈	12.59	10.72	v
美子	11.83	12.35	n
安萬特	11.03	14.25	n
沒臉	11.96	12.09	d
湊足	11.78	12.45	u
簡明忠	12.03	12.46	n
視察	13.08	9.51	v
雅寶	13.02	15.49	n
線路	13.70	7.84	n
呆住	12.78	10.27	a
一點六	13.39	9.39	n
藥片	12.10	11.80	n
天頂	10.97	13.94	n
惕勵	10.70	14.37	u
共和黨人	12.13	12.56	n
整型	13.01	9.69	v
練習練習	13.46	9.59	u
搶購	13.07	9.55	u
華興	11.54	12.91	n
超壞	12.91	9.94	u
高勾麗	12.04	12.45	n
吳幸樺	12.03	12.47	n
左臉	11.18	13.56	n
平埔族	11.27	13.86	n
監委	10.89	14.06	n
農田	12.93	9.91	n
鑽井	12.61	10.68	v
宮本	12.31	11.35	n
師生盃	11.84	12.83	n
權益法	11.50	13.45	n
吳培培	12.06	12.40	n
威里斯	12.50	11.48	n
斷成	13.08	9.52	v
飾物	12.63	10.62	n
回廠	13.02	15.48	n
布魯塞爾	12.70	11.38	n
表單	13.26	9.05	n
拜託拜託	12.73	11.32	u
圖解	13.18	9.27	u
雞翅	11.84	12.34	n
疏壓	11.69	12.63	n
種出	13.32	8.88	u
岳敏君	10.85	14.54	n
信安	11.58	12.84	n
其來有自	13.65	9.08	a
配電盤	11.44	13.57	n
靦腆	11.63	12.74	a
吳欣盈	10.68	14.80	n
清靈	12.92	9.91	n
迷迭	12.40	11.15	a
遊玩	13.00	9.72	v
鞋櫃	12.25	11.47	n
溪橋	12.73	10.37	n
磷含量	12.82	10.77	n
心懸	12.52	10.88	n
消費國	13.32	15.29	n
北坑	12.32	11.32	n
小巧玲瓏	12.57	11.66	a
嬉皮	11.57	12.86	n
運動迷	13.07	10.18	n
舞群	12.88	10.01	n
長途	13.32	8.89	A
賞鷹	10.79	14.22	n
拔去	12.71	10.43	u
蓮花燈	11.87	12.77	n
量價	13.14	9.35	n
陳某	11.37	13.23	n
好孕臨門	11.33	14.01	n
新寶來	13.40	9.35	u
那麼樣	11.27	13.86	d
鐵片	12.97	9.81	n
開開	13.42	8.61	u
茶鄉	12.70	10.47	n
機器娃	11.82	12.88	n
琳達	12.74	10.36	n
檢測	13.79	7.57	v
六十三億	11.79	13.19	n
啃蝕	10.99	13.90	u
椰奶	11.51	12.97	n
黑崎	11.78	12.46	n
疏遠	12.48	10.96	v
張鈞綸	12.03	12.46	n
愛滋病	12.63	11.20	n
布拉謝	12.89	10.61	u
所稅	13.03	9.65	n
謝劍平	11.91	12.69	n
購車	13.20	9.20	n
陳麗晴	12.06	12.41	n
肉類	12.11	11.79	n
屁話	11.79	12.43	n
人吃	13.23	9.12	u
靜美	11.70	12.60	a
飛天	12.94	9.86	n
魚骨	11.32	13.33	n
么叔	11.55	12.90	n
動作	13.82	7.48	n
蓋出	10.88	14.09	u
范欣妤	12.07	12.38	n
包給	11.48	13.03	v
有識者	11.79	12.93	n
一點七	13.34	9.50	n
甩尾	11.78	12.45	u
擋出	12.86	10.06	u
線下	13.29	8.96	n
念珠菌	11.71	13.08	n
中學生	13.60	8.83	n
小隼	11.63	12.75	n
同型機	11.44	13.57	n
教頭	12.18	11.63	n
郭小祐	12.03	12.47	n
國中小	11.68	13.12	n
子棋	12.29	11.39	n
義大利式	12.31	12.21	A
西邊	12.61	10.66	n
黑環	12.87	10.05	n
紋章	11.65	12.71	n
小徑	12.70	10.47	n
哈密德	11.95	12.62	n
行徑	12.57	10.77	n
阿米塔吉	12.75	11.27	n
檢控	11.44	13.09	u
奪銀	12.43	11.07	n
一九七一年	11.50	13.89	n
秀逗	11.82	12.36	a
貪得無厭	12.22	12.38	a
霰彈	11.36	13.24	n
外宿	12.56	10.78	v
宣揚	13.25	9.06	u
互毆	11.43	13.13	v
使不上	13.53	9.02	u
木麻黃	12.25	12.01	n
紐西蘭人	12.90	10.93	n
狗團	12.86	10.07	n
百分之六十一	11.93	13.28	m
多才多藝	12.62	11.55	a
徐子珊	11.33	13.76	n
塗藥	11.00	13.88	n
摩狄納	11.63	13.22	n
北亞	13.05	15.33	n
百分之七點九	13.42	10.12	m
伯倫	11.26	13.43	n
水世界健康	13.57	15.30	n
舊雨新知	11.76	13.26	n
雪菲爾	12.47	11.55	n
炸醬麵	12.04	12.44	n
擁入	12.51	10.89	u
篠原涼子	11.98	12.85	n
行運	13.11	9.44	n
霧峰	12.19	11.61	n
提議	13.06	9.58	v
爾曼	13.05	15.37	n
轉隊	13.03	9.65	n
鑽開	12.83	10.15	u
湄洪順府	10.98	14.57	n
擁吻	11.63	12.74	v
喬裝	12.04	11.92	u
伊晴	11.51	12.96	n
林占梅	12.02	12.48	n
馬來西亞	13.71	14.30	n
何嘉仁	10.90	14.46	n
何許	12.04	11.93	r
逢年	12.94	9.88	u
觀景台	12.72	10.99	n
地點	13.82	7.48	n
錢怡	11.36	13.25	n
上櫃	12.92	9.92	v
樹德	13.06	9.57	a
砂石案	11.72	13.06	n
無性	13.28	9.00	d
趨吉避凶	11.77	13.23	a
早苗	11.73	12.55	n
店鋪	13.59	8.15	n
集點	13.13	9.40	n
游氏	10.23	15.09	n
刮除	12.33	11.30	u
簽賭案	11.58	13.31	n
談談	12.90	9.98	v
西線	13.12	9.41	n
並重	12.84	10.11	a
哈尼比	11.72	13.05	n
思黎	12.46	11.01	n
機庫	13.12	15.08	n
壁紙	13.59	8.13	n
半導體廠	12.58	11.64	n
音樂季	13.02	10.30	n
消費類	13.36	9.45	n
專營	12.85	10.10	u
兩百八十三	11.33	14.17	n
會員制	13.27	9.68	n
柯林伊斯威特	12.24	12.70	n
栽進	12.25	11.48	v
北港鎮	11.56	13.36	n
催淚	11.82	12.36	v
徵集	13.50	8.39	u
趙偉	11.24	13.46	n
陳成良	11.83	12.85	n
來此	13.35	8.81	v
大談	13.25	9.06	v
製表	10.99	13.89	n
瑛士	11.72	12.57	n
苦練	12.66	10.54	u
特等獎	11.93	12.66	n
三萬六千	11.42	13.86	n
如膠似漆	12.32	12.17	a
野戰	12.47	10.99	A
據以	13.18	9.25	d
大響	13.09	9.50	a
優等獎	11.60	13.28	n
靈芝	12.58	10.74	n
飽和	12.97	9.80	a
一錯再錯	13.55	9.35	a
滑倒	11.34	13.28	v
愛死	11.63	12.74	a
北爛	12.19	11.61	n
愛押	11.71	12.58	u
施壓	11.81	12.38	v
劉秋鳳	12.06	12.41	n
紓困	11.23	13.49	u
三十多萬	13.39	9.75	n
躺平	11.82	12.38	v
銅鑼燒	11.68	13.13	n
裝運	12.20	11.59	u
走下坡	12.62	11.22	a
傳過來	13.12	10.05	v
林邁可	10.62	14.88	n
對象	13.88	7.29	n
朱雲鵬	11.90	12.73	n
痛下	13.12	9.42	u
慣常	11.95	12.10	v
短觀	12.87	10.04	n
學完	13.10	9.47	u
腐女軍團	11.41	13.88	n
機構	14.17	6.39	n
起因於	12.12	12.29	v
原花青素	12.27	12.28	n
赤西	12.63	10.63	n
理事長盃	12.14	12.53	n
瞪視	11.68	12.65	u
伯羅	11.03	13.82	n
工程會	13.44	9.24	n
屁幫	11.84	12.34	n
訂立	12.72	10.40	u
自走砲	12.46	11.57	n
互享	12.80	10.23	v
儷閣	11.24	13.46	n
張張	11.78	12.45	m
指揮	13.47	8.48	u
畫面	13.71	7.79	n
江慧娟	12.01	12.51	n
伊爾庫	11.25	13.89	n
同梯	11.83	12.35	n
柯有綸	11.59	13.30	n
狂轟	11.82	12.37	a
公司戶	11.26	13.88	n
口頭	12.94	9.87	d
繁體	13.91	7.21	n
三鳥	13.11	9.43	n
期滿	13.05	9.59	a
一九九五年	12.08	12.86	n
真如	12.50	10.91	n
蒂諾斯	12.81	10.80	n
幹麻學	11.88	12.75	n
情資	12.78	10.26	n
煙民	12.75	10.34	n
頤指氣使	11.95	12.91	a
黃金期	11.77	12.96	n
雅礱	11.21	13.52	n
少東	13.11	9.43	n
意氣用事	12.09	12.64	v
透過	13.29	8.96	p
協調人	13.32	9.56	n
進出口	13.37	9.44	u
多多多多	13.43	9.66	d
懷豪斯	12.07	12.39	n
筆記型	13.02	10.31	A
通信展	12.27	11.97	n
摔壞	11.84	12.33	u
病變	12.95	9.85	n
嚮往	13.20	9.20	v
一照	13.25	9.06	n
伊蘭	11.96	12.09	n
林嫦瑜	12.07	12.38	n
香蕉皮	12.02	12.49	n
稍後	13.04	9.61	d
最愛	13.58	8.16	n
涼意	12.32	11.32	n
首座	12.41	11.13	n
愛哭鬼	11.56	13.35	n
山東	14.03	10.94	n
管不	11.58	12.83	n
頭角	12.08	11.84	n
主嫌	12.37	11.22	n
螺旋狀	12.18	12.17	n
趙強	11.11	13.69	n
笑翻	12.89	10.00	u
奧地利	13.39	14.99	n
實驗店	12.92	10.55	n
心愛	13.08	9.53	A
上野樹里	11.89	13.02	n
林哲瑄	11.99	12.55	n
排頭	11.54	12.91	n
藥理	12.59	10.70	n
大啖	11.71	12.59	u
布克獎	12.87	10.67	n
排約	12.98	9.76	n
章君宇	11.95	12.61	n
試劑	12.95	9.84	n
造紙	12.90	9.97	v
美背	13.00	9.73	n
溫泉	13.39	8.69	n
外蒙古	12.57	11.34	n
護航	12.72	10.40	v
小心點	13.25	9.74	n
吳宜樺	12.05	12.43	n
國會	13.02	15.45	n
預藏	12.66	10.55	n
假藥	12.87	10.04	n
聯想起	12.51	11.47	v
播映權	11.50	13.45	n
天龍	12.03	11.95	n
茱蒂	11.46	13.06	n
奪門	12.72	10.42	d
芊雨	11.13	13.65	n
李存勖	12.01	12.50	n
不下於	12.05	12.43	v
痛批	12.75	10.34	n
預言	13.00	9.72	v
必須	14.16	6.44	d
氣焰	12.26	11.45	n
南遙	12.18	11.63	n
系數	13.07	9.55	n
鈕釦	11.57	12.86	n
颯風	11.64	12.72	n
蘇格蘭裙	11.67	13.42	n
向來	12.98	9.78	d
畢冊	10.52	14.65	n
偽造	12.90	9.97	u
螺絲釘	12.16	12.20	n
黃貞貞	11.72	13.06	n
衝破	12.72	10.40	u
內彎	12.68	10.51	n
湯盤	10.64	14.46	n
葛屁	10.51	14.67	n
六時	13.25	9.07	n
強硬派	11.43	13.58	n
游錫昆	11.96	12.60	n
追尋	12.87	10.04	u
無窮盡	11.75	13.00	a
曉月	13.09	15.20	n
無影無蹤	12.40	12.02	a
闇藍髮	12.62	11.22	n
順位	12.71	10.43	n
馬案	10.82	14.17	n
奧普	13.05	15.33	n
紓發	11.55	12.89	n
質詢	12.28	11.41	v
東華	12.01	11.99	n
安詳	12.52	10.87	a
廚王	12.48	10.96	n
李承燁	11.71	13.07	n
輪不到	13.39	9.38	v
就是了	13.61	8.79	a
側身	12.39	11.17	v
六審	12.70	10.44	u
畫法	13.02	9.66	n
試卷	13.25	9.06	n
亦雪	12.78	10.27	n
曹格　	11.85	12.81	n
種植	13.40	8.66	u
羅技	12.29	11.39	n
欣芹	11.46	13.07	n
神諭	11.72	12.58	n
十六億	11.41	13.61	n
保育法	12.02	12.49	n
上了年紀	13.11	10.44	a
觀光團	12.51	11.46	n
雞爸	12.34	11.27	n
運出	13.15	9.32	u
引腳	12.72	10.40	n
代領	12.72	10.41	u
齊聚	12.49	10.95	v
聖地牙哥	11.91	12.98	n
新發	13.40	13.85	n
泰勞	12.22	11.55	n
五育	13.00	9.71	n
王添祿	12.07	12.39	n
鹿谷鄉	11.38	13.67	n
細縫	12.37	11.22	n
謝英明	12.01	12.50	n
郭勇志	11.82	12.87	n
諾麗果	11.92	12.68	n
管訓	10.33	14.94	u
囫圇	11.49	13.00	a
富邦金	11.06	14.20	n
愛滋病毒	11.78	13.22	n
哈波	11.02	13.85	n
嚼食	11.75	12.52	u
設台	13.13	15.03	n
陳俊良	11.00	14.30	n
遺骸	11.78	12.44	n
吉勃遜	10.87	14.51	n
曹操	12.84	10.11	n
夠格	11.55	12.90	a
一見鍾情	13.17	10.29	a
流浪犬	11.88	12.76	n
一鼓作氣	12.39	12.04	v
搶險	12.68	10.51	n
柳明桓	11.87	12.77	n
攜有	12.97	9.79	v
日曆紙	12.20	12.13	n
乾性	11.82	12.38	A
轎子	11.93	12.14	n
鼓動	12.54	10.84	v
迎賓卡	11.16	14.04	n
焚化爐	11.52	13.42	n
結構	14.03	6.85	n
完賽	12.84	10.11	n
尤克勒斯	12.17	12.48	n
二億九千萬	12.25	12.52	n
插頭	12.65	10.57	n
新人物	13.43	9.28	n
圓弧	12.26	11.45	n
美樂蒂	12.53	11.44	n
悲憤	12.39	11.16	a
葉俊榮	11.73	13.04	n
駛出	12.47	11.00	v
義竹	12.54	10.83	n
個案	12.88	10.01	n
枝枒	10.87	14.09	n
翩翩	12.82	10.16	a
錄影帶	12.35	11.82	n
激將法	12.67	11.12	n
燒熱	12.88	10.02	u
多用途車	12.81	11.14	n
成衣廠	10.72	14.74	n
分解成	12.77	10.90	v
勃恩斯	11.90	12.72	n
玉樹臨風	11.73	13.30	a
自傷	13.08	9.52	a
自學	13.25	9.08	v
記住	13.28	9.00	v
發掘	13.04	9.61	u
孕育出	12.66	11.15	u
四面佛	11.78	12.94	n
寫起來	13.40	9.35	d
林宜融	11.35	13.72	n
拱起	12.18	11.63	a
適才	11.99	12.02	d
雙軌制	12.09	12.34	n
不可開交	12.08	12.66	a
演奏廳	11.97	12.57	n
維爾電	11.78	12.95	n
啟迪	12.71	10.43	u
煩煩	12.91	9.94	v
衣衫襤褸	10.81	14.83	a
鄰村	12.34	11.29	n
雙效	11.41	13.16	n
石靜怡	12.04	12.45	n
小褲褲	13.21	9.85	n
無照	13.21	9.18	a
中間	13.69	12.55	n
盧曉晴	11.98	12.57	n
阿萱	11.86	12.29	n
席間	11.60	12.80	n
蘇花公路	12.18	12.46	n
留不住	13.40	9.36	u
茅利塔尼亞	12.46	12.10	n
拜讀	12.55	10.80	u
維修	13.79	7.58	u
鉛筆盒	11.89	12.73	n
演繹	13.45	8.54	u
作飯	12.83	10.14	v
游戲	11.87	12.28	n
美國隊	13.31	9.59	n
開平	12.49	10.95	n
拍攝出	13.28	9.66	u
乾澀	12.31	11.36	a
邱嫌	11.79	12.44	n
嘉蘭村	12.49	11.50	n
推廣股	13.03	16.44	n
化學家	13.25	9.74	n
遠道	12.19	11.62	d
母馬	13.00	9.73	n
放聲	12.51	10.89	d
論談	13.13	9.39	n
費城	12.43	11.08	n
魚體	11.26	13.42	n
冠軍相	13.00	10.36	n
多麼	13.48	8.45	d
六千多	12.06	12.40	n
槍械	12.18	11.63	n
關台	10.56	14.60	n
涼水	12.47	10.99	n
後後	11.26	13.42	f
放長	13.21	9.17	u
吽吽	11.35	13.27	n
查驗	12.67	10.52	v
蔓延開來	12.56	11.68	a
貴人	12.60	10.70	n
黃水波	12.03	12.45	n
組團	12.91	9.95	v
喜劇類	12.20	12.13	n
嬌媚	12.37	11.22	a
降級區	12.09	12.35	n
辯證	12.68	10.49	v
黃聖依	12.05	12.43	n
手煞車	11.62	13.23	n
計畫室	11.31	13.79	n
配對	12.77	10.28	v
往下墜	11.57	13.33	v
史卓	10.63	14.48	n
地下簽賭	11.54	13.65	n
鋼片	12.76	10.31	n
行過	13.24	9.09	v
孟婆	11.25	13.45	n
可就	13.34	8.84	d
馬德琳	11.35	13.72	n
美容科	13.09	10.14	n
蔡啟煌	12.05	12.43	n
季芹	11.41	13.16	n
人龍	13.21	9.19	n
王焜弘	12.03	12.47	n
窩揪	11.38	13.21	n
造型師	13.06	10.20	n
桃園人	12.84	10.72	n
起筆	11.97	12.08	n
經理人	13.21	9.85	n
蟻窩	11.23	13.48	n
懊惱	12.46	11.01	a
收購	13.58	8.16	u
三區	13.29	14.37	n
喉頭	12.02	11.97	n
依序	12.83	10.13	d
吸引到	13.42	9.31	v
立筠	11.44	13.09	n
鋼構	12.27	11.43	n
甘拜下風	12.07	12.67	v
應召	11.51	12.97	v
銷售員	13.29	9.63	n
長推	13.10	9.47	u
求來	13.17	9.29	u
大盤商	12.90	10.60	n
樹德科	13.14	10.00	n
辛黛瑞拉	11.69	13.38	n
下結論	13.18	9.91	v
丹尼斯號	12.32	12.18	n
普羅迪	11.73	13.03	n
連車帶人	13.44	9.64	d
零五	11.70	12.61	n
風韻	12.65	10.57	n
會計課	12.83	10.76	n
戶戶	13.26	9.05	n
乾電池	12.39	11.74	n
內疚	12.61	10.66	a
一九三七年	11.56	13.80	n
擠兌	11.77	12.47	u
阿斯頓	13.06	16.33	n
像似	13.00	9.73	v
勇闖	11.79	12.42	u
起訴	13.19	9.24	u
練團	12.64	10.60	n
寄嬰筒	11.21	13.96	n
為公	13.23	9.12	a
京滬	12.96	9.82	n
傳教士	12.40	11.70	n
糢糊	11.65	12.70	a
窗戶	13.06	9.57	n
摩蘇爾	12.69	11.07	n
擅用	12.29	11.38	u
享譽	12.37	11.21	v
歡歡喜喜	12.09	12.63	a
標購	13.08	9.53	u
千山萬水	13.24	10.13	n
抱起	12.94	9.86	u
聖城旅	12.44	11.62	n
邦主	12.77	10.29	n
涵涵	12.87	10.05	n
大舉	12.70	10.44	d
恰到好處	12.34	12.13	a
兜兜風	11.66	13.17	v
尋思	12.24	11.50	v
汽門	12.56	10.79	n
德國人	13.42	9.29	n
國中	12.74	10.35	n
攜帶型	12.84	10.73	n
認錯	12.62	10.65	v
陳文魁	12.04	12.44	n
逼出	12.97	9.80	u
演員湯	12.31	11.89	n
百分之三點六	13.63	9.61	m
學程	13.05	9.59	n
顏陳英	12.07	12.38	n
聽障生	12.04	12.44	n
鄺麗貞	11.38	13.67	n
陳宛宜	12.06	12.41	n
領略到	12.46	11.57	v
詩人	13.20	9.22	n
郵箱	14.19	6.32	n
博客圈	13.38	9.40	n
無動於衷	12.90	10.93	a
光線	13.14	9.36	n
桃園市	12.93	10.52	n
袁惟仁	11.12	14.11	n
紙門	12.92	9.92	n
時刻表	12.79	10.84	n
優悅會	12.10	12.33	n
兩萬七千	11.63	13.49	n
二十九億	11.81	13.16	n
閒話	12.80	10.22	n
凶殺	13.19	9.23	a
好好笑	13.11	10.09	a
望海巷	10.87	14.51	n
耽溺	11.18	13.57	v
轟天雷	12.05	12.43	n
吐痰	11.73	12.55	a
郭日曉	12.02	12.49	n
癌細胞	13.04	10.26	n
米茲號	10.86	14.52	n
北水局	13.12	16.09	n
宮崎葵	11.31	13.79	n
加醋	12.36	11.24	n
矚目	13.11	9.44	v
嘉義站	12.53	11.43	n
外配	13.08	9.51	n
馮問	11.71	12.58	n
號令	12.65	10.57	n
唐納	11.31	13.33	n
收回去	12.56	11.36	u
移出	11.98	12.04	u
陳傳霆	12.05	12.43	n
八卦山	12.67	11.11	n
修訂版	12.90	10.60	n
死路一條	12.03	12.76	n
調整器	13.28	9.67	n
鳴人	12.97	9.79	n
疑涉	11.68	12.64	n
經發	11.43	13.12	n
綿長	12.12	11.76	a
超正	13.14	14.97	n
信義路	12.50	11.49	n
楊宗煒	11.42	13.59	n
釋出	12.75	10.33	u
傳銷	12.88	10.02	u
做案	13.05	9.60	v
王義	11.19	13.55	n
講義	13.01	9.70	n
身價	13.03	9.64	n
結紮	12.24	11.49	v
壁畫	12.72	10.41	n
家計	12.34	11.29	n
三十七年	12.17	12.49	n
公車站	11.74	13.02	n
待在	13.15	9.33	v
誤解為	12.79	10.86	v
鄭金春	12.04	12.45	n
若雪	12.86	10.06	n
蛋捲	12.41	11.13	n
財務	13.80	7.52	n
閃閃	12.81	10.20	a
佛達斯柯	12.18	12.46	n
輕取	12.15	11.70	u
大排長龍	12.08	12.65	a
狠下	12.82	10.16	u
